,name,brand,description,details,occasion,style,subcategory_bottom,subcategory_top
198,"Baby Girl's, Little Girl's & Girl's Two-Piece Kath Pajamas",Roller Rabbit,Vibrant tiger graphics offer quirky accents to pajamas. Cotton. Machine wash. Imported.TOP,"Roundneck
Long sleeves
Rib-knit cuffs
Three-button placket
PANTSElasticized waist
Pull-on style
Elasticized leg opening",[],[],N/A,N/A
199,Little Boy's & Boy's Short Sleeve T-Shirt,Gucci,unknown,"T-shirt panther print
Off-white cotton jersey
""Hear my Groove"" Gucci panther print T-shirt
Crewneck
Short sleeves
Oversized fit
Cotton
Machine wash
Made in Italy",[],[],N/A,N/A
200,Milos Quarter Zip Wool Sweater,Theory,Luxurious all wool sweater with a streamlined quarter zip neckline.,"Quarter zip
Long sleeves
Ribbed trim
Wool
Dry clean
Imported
SIZE & FITAbout 29"" from shoulder to hem",[],[],N/A,N/A
201,Boy's Fleece Jogging Shorts,FILA,Ultra-soft brushed fleece shorts branded by classic FILA lettering.,"Banded drawstring waist
Pull-on style
Side welt pockets
Back welt zip pocket
Space-dyed print
Brushed cotton/polyester
Machine wash
Imported",[],[],N/A,N/A
202,Charley Sandal,Veronica Beard,Our strappy open-toe Charley sandals feature a snakeskin print and thick ankle straps with stud closures. A wooden accent at the comfortable cone heel delivers stylish texture. Available in Natural.,unknown,"['Weekend', 'weekend', 'nightout', 'NightOut']","['Modern', 'glam', 'modern', 'Glam']",N/A,N/A
203,Cali Popover,Frame,"Quintessentially Bohemian, This Flowy Black Top Is A Summer Wardrobe Staple. With Feminine Lace And Pleat Detailing And Voluminous Sleeves, Wear Yours With Everything From Cut-Off Shorts To Utility Trousers And Vintage-Inspired Denim. ",unknown,"['Vacation', 'daytonight', 'vacation', 'DaytoNight', 'Weekend', 'weekend']","['romantic', 'Boho', 'Casual', 'casual', 'Romantic', 'boho']",N/A,Blouse
204,Sparkle Confetti Shoulder Bag,Bari Lynn,Rainbow confetti adorns this dazzling shoulder bag with the glitter finish.,"Removable chain shoulder strap
Top clasp closure
Silvertone hardware
Fully lined
Acrylic/aluminum
Spot clean
Imported
SIZE7""W x 4""H x 2""D",[],[],N/A,N/A
205,Windowpane Centofili Dress Shirt,Ermenegildo Zegna,Subtle grid design adorns this classic button-down shirt.,"Spread collar
Long sleeves
Buttoned barreled cuffs
Button front
Cotton
Dry clean
Made in Italy
SIZE & FITAbout 30"" from shoulder to hem",[],[],N/A,N/A
206,"Baby's, Toddler's & Boy's Dane Chambray Hi-Top Sneakers",See Kai Run,unknown,"Sleek hi-tops crafted with edgy chambray patches
Chambray, canvas and polyurethane leather upper
Round toe
Grip tape closure
Jersey lining
Rubber sole
Imported",[],[],N/A,N/A
207,Little Boy's & Boy's City Layered Overcoat,Appaman,Classic houndstooth jacket layered over a nylon zip collar.,"Stand collar
Notch collar
Long sleeves
Front button close
Side slip pockets
Button cuffs
Wool/polyester/nylon
Dry clean
Imported",[],[],N/A,N/A
208,Baby Boy's 2-Piece Burp Pad Set,Royal Baby,Square embroidery lends contrasting visuals to these burp pads.,"Set of 2
Pima cotton
Machine wash
Imported
SIZE13""W x 19""L",[],[],N/A,N/A
209,Little Girl's Leopard Print Racing Stripe A-Line Dress,Splendid,"Faded in a rustic leopard print, this dress is elevated with striking racing stripes.","Roundneck
Short sleeves
Pullover style
Cotton/rayon
Machine wash
Imported",[],[],N/A,N/A
210,Little & Big Boy's Saxophone Jacket,Moncler,Ultra-sporty jacket adorned with a bold logo graphic running down the arm.,"Attached hood
Long sleeves with elasticized cuffs
Zip front
Waist welt pockets
Nylon
Dry clean
Imported",[],[],N/A,N/A
211,"Serein 18 Diamond, 18K Goldplated & Stainless Steel Chronograph Bracelet Watch",Michele Watches,"From the Serein Collection. An elegant, timepiece in sleek stainless steel with radiant 18k goldplated accents and brilliant diamonds.","Swiss quartz movement
Water resistant to 5 ATM
Round polished stainless steel case with 18k goldplated accents, 40mm (1.6"")
Pavé diamond bezel, 0.6 tcw
Silvertone chronograph dial
Roman numeral hour markers
Date display at 6 o'clock
Day subdial
Second hand
Polished stainless steel brace",[],[],N/A,N/A
212,Ashler Slim-Fit Jeans,Joe's Jeans,Rustic jeans embody a pastoral aesthetic in the form of its faded design.,"Belt loops
Five-pocket style
Zip fly with button closure
Cotton/polyester/elastane
Machine wash
Imported
SIZE & FITSlim fit
Rise, about 10""
Inseam, about 33""
Leg opening, about 14""",[],[],N/A,N/A
213,Baby Boy's Novelty Cotton Footie,Ralph Lauren,This everyday essential is crafted from soft cotton in a footed silhouette with playful equestrian-inspired imagery.,"Roundneck
Long sleeves
Full-length snap front closure
Footed silhouette
Cotton
Machine wash
Imported",[],[],N/A,N/A
214,Speckled Cotton Fleece Hoodie,John Elliott,"Soft, cozy fleece hoodie with tonal speckles all over.","Drawstring hood
Long sleeves
Pullover style
Kangaroo pocket
Rib knit at neck, cuffs and hem
Cotton
Machine wash
Made in USA
SIZE & FITRelaxed fit
About 28"" from shoulder to hem",[],[],N/A,N/A
215,Little Girl's & Girl's Floral Embellished Leather Sandals,Naturino,Pretty floral details embellish an easy on/off sandal for her.,"Leather upper
Self-stick strap closure
Rubber sole
Imported",[],[],N/A,N/A
216,Pique Front Cotton Dress Shirt,Eton,unknown,"Comfortable cotton dress shirt with pique front detail
Spread collar
Long sleeves
Buttoned barrel cuffs
Button front
Slim-fit
About 29"" from shoulder to hem
Cotton
Machine wash
Imported",[],[],N/A,N/A
217,Blue Topaz & Diamond 18K Yellow Gold Stack Ring,Carelle,From the Stackable Collection. This satin-finished 18K yellow gold ring has a small diamond that adds sparkle to the checkerboard faceted blue topaz.,"Diamond, 0.01 tcw
Diamond clarity, VS
Diamond color, G-H
Blue topaz, 8mm
18K yellow gold
Made in USA",[],[],N/A,N/A
218,Allover Moschino Tag Cotton Hoodie,Moschino,An allover logo print adorn this slim-fit cotton zip-front hoodie.,"Attached drawstring hood
Long sleeves
Zip front
Rib-knit trim
Kangaroo pouch pocket
Cotton
Machine wash
Imported
SIZE & FITSlim fit
About 27"" from shoulder to hem",[],[],N/A,N/A
219,Slim-Fit Irving Pigment Stripe Shirt,Theory,"This long-sleeve shirt is designed with a point collar, button-front closure, and straight hem, and is made of lightweight cotton with a custom pigment-dyed stripe from one of Italy’s finest mills.","Spread collar
Long sleeves
Buttoned barreled cuffs
Button front
Shirttail hem
Cotton/elastane
Dry clean
Imported
SIZE & FITSlim-fit
About 28"" from shoulder to hem",[],[],N/A,N/A
220,18K Rose Gold Ruby Mosaic Eternity Band,Suzanne Kalan,unknown,"Composition: 18K Rose Gold, 2.00 CT Ruby Baguettes and 0.26 CT Round White Diamonds
Closure: 
Color: 18K Rose Gold
Please note the possibility of natural inclusions in gemstones
Made in the USA


11 mm wide",[],[],N/A,N/A
221,Classic Fit Bear Rugby Shirt,Polo Ralph Lauren,"Sporting a rugby quite similar to this one, our iconic Polo Bear plays the game on this cotton jersey shirt.","Spread collar
Long sleeves
Ribbed cuffs and hem
Pullover with button placket
Cotton
Machine wash
Imported
SIZE & FITAbout 29.5"" from shoulder to hem",[],[],N/A,N/A
222,Eagle and Snake Graphic T-Shirt,Marcelo Burlon,unknown,"ONLY AT SAKS
Cotton t-shirt with high-octane eagle and snake print on a backround of lightening
Crewneck
Short sleeves
Ribbed trim
About 30"" from shoulder to hem
Cotton
Machine wash
Made in Italy",[],[],N/A,N/A
223,Pro Longwear Nourishing Waterproof Foundation,MAC,"WHAT IT IS A tenacious waterproof formula that can be used as a foundation or concealer, wearing for an unprecedented 36 hours. Neither rain nor tears can budge this oil-free watertight product that actually repels moisture from the surface of the face. The formula blends seamlessly on the skin with medium to full weightless coverage and a natural satin finish. 0.84 oz. Imported.ANIMAL TESTINGMAC is working toward a cruelty-free world. MAC does not test on animals and","WHAT IT IS A tenacious waterproof formula that can be used as a foundation or concealer, wearing for an unprecedented 36 hours. Neither rain nor tears can budge this oil-free watertight product that actually repels moisture from the surface of the face. The formula blends seamlessly on the skin with medium to full weightless coverage and a natural satin finish. 0.84 oz. Imported.ANIMAL TESTINGMAC is working toward a cruelty-free world. MAC does not test on animals and",[],[],N/A,N/A
224,Glamolash Mascara XXL,Rodial,Rodial GLAMOLASH Mascara XXL amps up your lashes to deliver high-intensity volume and definition. Multiple coats of the nourishing formula may be layered on without clumping or smudging. Synthetic beeswax and carnauba wax build onto each follicle for a volumizing and defining effect that leaves lashes that look fluttering and featherlike. 1.09 oz. Made in Italy.,Rodial GLAMOLASH Mascara XXL amps up your lashes to deliver high-intensity volume and definition. Multiple coats of the nourishing formula may be layered on without clumping or smudging. Synthetic beeswax and carnauba wax build onto each follicle for a volumizing and defining effect that leaves lashes that look fluttering and featherlike. 1.09 oz. Made in Italy.,[],[],N/A,N/A
225,Plaito Long-Sleeve Crewneck,Theory,A sumptuous silk and cotton blend fabrication adds luxe style to this essential long-sleeve top.,"Crewneck
Long sleeves
Pullover style
Silk/cotton
Machine wash
Imported
SIZE & FITAbout 29"" from shoulder to hem",[],[],N/A,N/A
226,Ivy leather ankle boots,aeydē,Heel measures approximately 55mm/ 2 inches Black leather (Calf)  Zip fastening along back Made in Italy,"Fits true to size, take your normal size 
Only available in full sizes, go up to the nearest whole size if you take a half size
Italian sizing
",[],[],N/A,N/A
227,Wool-gabardine straight-leg pants,Balenciaga,Black wool-gabardine  Concealed hook and zip fastening at front 100% wool; lining1: 100% cotton; lining2: 100% cupro  Dry clean Made in ItalyLarge to size. See Size & Fit notes.,"Fits large to size, take one size smaller than normal
High-rise, cut for a straight-leg fit 
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a FR 34",[],[],N/A,N/A
228,Starter Baseball Jacket,Acne Studios,Retro-inspired baseball jacket with contrast stripe accents and large logo back design.,"Baseball collar
Long sleeves
Snap-button closure
Ribbed trim
Polyester/cotton
Machine wash
Imported
SIZE & FITAbout 30"" from shoulder to hem",[],[],N/A,N/A
229,Lace Mini Skirt,MATÉRIEL,unknown,"As seen in the SS20 lookbook; pair with matching lace blazer
Cut for a slim fit, mini skirt, lined
Zip fastening
Composition: 100% polyamid /lining: 100% silk
Dry clean only
Imported


Samples Size S",[],[],N/A,N/A
230,SHIELD SUNGLASSES,CHANEL,unknown,"ACETATE, WOOD & RUBBER",[],[],N/A,N/A
231,Baby Boy's Cotton Two-Piece Tender Touches Knit Cardigan and Pants Set,Kissy Kissy,Cotton two-piece set of buttoned knit cardigan and pants. Cotton. Machine wash. Imported.CardiganRoundneckLong sleevesButton frontPantsElasticized waist,"Cotton two-piece set of buttoned knit cardigan and pants. Cotton. Machine wash. Imported.CardiganRoundneck
Long sleeves
Button front
PantsElasticized waist",[],[],N/A,N/A
232,Flannel Sleeve Hoodie,Madison Supply,ONLY AT SAKS. Graphic plaid sleeves set this utilitarian hoodie apart.,"Attached hood
Layered sleeves
Slip-on styling
Zip cargo pockets
Waist slip pockets
Polyester/rayon/spandex
Machine wash
Imported
SIZE & FITAbout 28"" from shoulder to hem",[],[],N/A,N/A
233,Girl's Raven Multi-Sequin Wrap Dress,Habitual Girl,Multicolor sequins add sparkle to a chic wrap dress perfect for special events.,"V-neck
Long sleeves
Crossover wrap front
Waist tie
Button front closure
Fit-and-flare silhouette
Polyester
Machine wash
Imported",[],[],N/A,N/A
234,Jacquard Logo All Over Sweater,Kenzo,Relaxed fit sweater with cotton fabrication and all-over logo print.,"Crewneck
Long sleeves
Pullover style
Logo all over
Cotton/polyamide
Dry clean
Imported
SIZE & FITAbout 28"" from shoulder to hem",[],[],N/A,N/A
235,Sylvain Solid Button-Down Shirt,Theory,This classic shirt gets a subtle update with a fluid and clean-cut silhouette.,"Point collar
Long sleeves
Barrel button cuffs
Button front
Shirttail hem
Cotton/polyester
Dry clean
Imported
SIZE & FITAbout 31"" from shoulder to hem",[],[],N/A,N/A
236,North Marble Wash Jeans,Acne Studios,Faded light wash jeans with whiskered details exude a vintage sensibility.,"Belt loops
Five-pocket style
Zip fly with button closure
Back logo patch
Cotton/elastane
Machine wash
Made in Italy
SIZE & FITRise, about 10""
Inseam, about 30""",[],[],N/A,N/A
237,Knotted snake-effect leather sandals,Zimmermann,Slight heel Snake-effect leather Slip on ImportedLarge to size. See Size & Fit notes.,"Fits large to size, take a full size smaller than normal
Only available in full sizes, go down to the nearest whole size if you take a half size
Italian sizing",[],[],N/A,N/A
238,Standard Logo Hoodie,Helmut Lang,Classic cotton hoodie finished with logo styling for a signature look.,"Attached drawstring hood
Long sleeves
Pullover style
Front kangaroo slip pocket
Rib-knit trim
Logo styling
Cotton
Machine wash
Made in Portugal
SIZE & FITAbout 28'' from shoulder to hem",[],[],N/A,N/A
239,54MM Embellished Cat Eye Sunglasses,Valentino,Stylized cat eye sunglasses with temple embellishment and wide arms for extra drama.,"100% UV protection
Gradient lenses
Austrian crystals
Acetate
Made in Italy
SIZE54mm lens width
18mm bridge width
140mm temple length","['vacation', 'weekend']","['modern', 'classic', 'casual']",N/A,N/A
240,Shock and Water-Resistant Cloth Strap Watch,G-Shock,unknown,"Durable watch boasting the ability to stand up to the severe conditions
Digital movement
Water resistant to 20 ATM
Octagonal polished case, 43.2mm (1.70"")
Date display
Double stopwatch
Low-temperature resistant up to —20°C
Shock resistant
Electro-luminescent backlight
Flash alert
World time
Countdown timer
Five multi-function alarms
Hourly time signal
Full auto-calendar",[],[],N/A,N/A
241,Gentle Face & Neck Brush,Sisley-Paris,"A beauty accessory for thorough, in-depth cleansing. The Gentle Brush is specifically designed to enhance the benefits of foaming cleansers, yet is very gentle on the most delicate skins. With daily use, it helps to dislodge impurities, remove dead surface skin cells,stimulate the skin and prepare it for subsequent skin care products.With its very supple bristles, this very soft, easy-to-use brush is suitable for all skin types, except highly sensitive or acne-prone skin.Ask the experts. Our Be","A beauty accessory for thorough, in-depth cleansing. The Gentle Brush is specifically designed to enhance the benefits of foaming cleansers, yet is very gentle on the most delicate skins. With daily use, it helps to dislodge impurities, remove dead surface skin cells,stimulate the skin and prepare it for subsequent skin care products.With its very supple bristles, this very soft, easy-to-use brush is suitable for all skin types, except highly sensitive or acne-prone skin.Ask the experts. Our Be",[],[],N/A,N/A
242,Baby Girl's Two-Piece Gingham T-Shirt & Skirt Set,Ralph Lauren,This two-in-one dress flaunts an idyllic gingham pattern. Polyester/viscose/elastane/cotton. Machine wash. Imported.TOP,"Roundneck
Short sleeves
Button back
SKIRTElasticized waist
Pull-on style",[],[],N/A,N/A
